"Name","Surname","Gender","DoB","Faculty","UG.PG","FakePhone","FakeID","Age"
"Edgar","Stevens","M",2004-10-06,7,"UG","(649) 209-0586",48641059,20
"Kayley","Graves","F",2005-08-07,9,"UG","(379) 215-9990",48211570,19
"Lee","Myers","M",2001-06-03,4,"UG","(311) 349-7061",50948176,23
"Yareli","Harmon","F",2000-11-19,3,"UG","(421) 724-0011",42049703,24
"Macy","Mcclure","F",1966-11-15,5,"PG","(787) 240-3837",43479885,58
"Miah","Mills","F",1967-01-15,2,"PG","(627) 563-4168",35846002,58
"Kolten","Shaffer","M",1969-06-02,8,"PG","(745) 926-0942",33931258,55
"Joshua","Rich","M",2003-09-23,1,"UG","(215) 644-2326",39704558,21
"Cordell","Bartlett","M",2003-04-05,3,"UG","(244) 937-5985",39762231,22
"Alicia","Sharp","F",2001-09-24,6,"UG","(258) 210-8256",33363081,23
"Ronin","Bradford","M",2004-03-29,4,"UG","(775) 240-6848",48591013,21
"Jasmine","Ruiz","F",1990-06-10,8,"PG","(849) 231-8086",44724107,34
"Deangelo","Parker","M",2000-10-08,4,"UG","(620) 324-5796",46358680,24
"Aimee","Duran","F",2000-06-28,6,"UG","(400) 643-5957",33369342,24
"Macy","Kaiser","F",2000-06-20,3,"UG","(400) 676-0806",39396782,24
"Mathew","Meadows","M",2002-02-14,3,"UG","(602) 525-7223",39460002,23
"Alexzander","Huffman","M",1968-03-14,8,"PG","(798) 369-8000",50752500,57
"Bernard","Berg","M",2000-09-18,4,"UG","(919) 311-7126",41140680,24
"Desmond","Rodgers","M",2004-05-23,1,"UG","(399) 588-1614",33493990,21
"Jax","Strickland","M",2005-05-09,3,"UG","(964) 848-8652",35914187,20
"Ellis","Lane","M",1960-11-22,8,"PG","(253) 396-3944",50279017,64
"Shyla","Rush","F",2000-02-03,10,"UG","(463) 802-3195",42521642,25
"Jair","Rogers","M",2004-07-22,5,"UG","(400) 434-2856",36461927,20
"Bobby","Madden","M",2004-06-06,3,"UG","(496) 290-5555",41974730,20
"Fernanda","Perkins","F",2003-05-27,3,"UG","(903) 600-7148",49172497,22
"Lyric","Terry","F",2000-11-19,5,"UG","(220) 470-8321",47031067,24
"Zariah","Webb","F",1974-10-26,10,"PG","(843) 287-9096",43114484,50
"Kaleb","Thompson","M",2000-01-04,3,"UG","(387) 792-1822",50147727,25
"Humberto","Meadows","M",2004-06-04,1,"UG","(746) 799-8095",45894492,20
"America","Peters","F",2000-09-06,1,"UG","(571) 918-1582",33615183,24
"Bryant","Goodman","M",2002-08-20,4,"UG","(355) 734-2364",50901991,22
"Tristin","Fowler","M",1971-10-21,4,"PG","(739) 304-0699",39166323,53
"Emelia","Cordova","F",1979-01-29,1,"PG","(955) 947-7990",49696179,46
"Yurem","Oconnor","M",2000-01-09,5,"UG","(210) 790-9489",36808416,25
"Delilah","Glenn","F",2004-06-21,1,"UG","(524) 393-7462",36567804,20
"Lauren","Smith","F",1996-05-20,4,"UG","(722) 941-4069",38655814,29
"Emiliano","Blair","M",1968-04-04,7,"PG","(995) 828-5159",44934776,57
"Hudson","Park","M",1991-09-23,4,"PG","(690) 577-8846",36470133,33
"Chloe","Waller","F",1986-06-07,8,"UG","(515) 328-5307",33415084,38
"Celeste","Leach","F",2003-11-02,8,"UG","(506) 467-4934",50815753,21
"Ramon","Ballard","M",1969-09-22,3,"PG","(700) 463-8049",50738675,55
"Ronald","Huber","M",2002-12-27,6,"UG","(714) 859-5287",37408607,22
"Javion","Lane","M",2000-10-09,10,"UG","(317) 271-2117",47105578,24
"Jaylyn","Hines","F",2003-04-03,10,"UG","(203) 223-8652",49471927,22
"Alex","Kirby","M",2005-06-13,1,"UG","(415) 844-9577",47320284,19
"Jalen","Eaton","M",2001-10-04,8,"UG","(722) 766-8644",32654883,23
"Charlize","Mora","F",2001-10-26,5,"UG","(619) 435-5828",50325260,23
"Matthew","Potter","M",2003-05-01,10,"UG","(643) 466-4504",32811592,22
"Raina","Carter","F",2005-12-17,10,"UG","(312) 921-9352",36598675,19
"Brayan","Shields","M",2002-09-09,9,"UG","(597) 687-9648",45422178,22
"Desirae","Shaw","F",2000-06-20,5,"UG","(671) 544-6595",45686984,24
"Muhammad","Nolan","M",2004-12-02,2,"UG","(544) 816-8260",33122364,20
"Elian","Huerta","",1973-11-08,2,"UG","(256) 785-4288",42891448,51
"Alicia","Costa","F",1973-07-27,3,"PG","(882) 683-5187",34117132,51
"Romeo","Howell","M",2000-12-17,10,"UG","(773) 943-9643",43410707,24
"Brendon","Sandoval","M",2006-02-08,4,"UG","(351) 360-3930",32611437,19
"Leland","Mills","M",2005-02-01,4,"UG","",44198945,20
"Eleanor","Nielsen","F",2002-02-11,5,"UG","(475) 637-6707",38103978,23
"Clinton","Logan","M",2004-04-26,6,"UG","(290) 734-4090",50636205,21
"Isabel","Haley","F",2004-09-19,7,"UG","(901) 901-8011",38821301,20
"Nikolai","Riggs","M",2002-06-28,4,"UG","(229) 434-0001",40239698,22
"Colin","Hardy","M",2002-02-01,2,"UG","(690) 214-8690",32503545,23
"Braxton","Koch","M",2004-05-05,1,"UG","(997) 206-1073",36633669,21
"Giovanna","Duarte","F",2001-06-14,1,"UG","",36013283,23
"Collin","Waters","M",2000-06-19,1,"UG","(734) 276-2740",43708771,24
"Shania","Hodge","F",2000-01-07,6,"UG","(324) 961-4311",43106374,25
"Litzy","Roberts","F",2003-07-16,3,"UG","(710) 707-4993",44054520,21
"Rayne","Davila","F",2002-04-03,1,"UG","(230) 448-2540",41946470,23
"Tyrese","Bautista","M",2005-11-05,1,"UG","(938) 655-4160",47897333,19
"Ryan","Larsen","M",1999-10-09,4,"UG","(760) 450-1294",37165512,25
"Daniel","Lindsey","M",1988-09-17,4,"PG","(310) 779-4326",42299219,36
"Ann","Obrien","F",1978-02-03,5,"PG","(798) 901-2529",44433960,47
"Johanna","Cummings","F",2005-04-18,6,"UG","(670) 787-0932",33792912,20
"Carl","Willis","M",2001-11-18,6,"UG","(669) 690-1145",49754356,23
"Sullivan","Friedman","M",2001-04-12,6,"UG","(475) 869-2037",35402725,24
"Sanai","Mercer","F",2005-10-28,7,"UG","(402) 869-6879",36417717,19
"Brady","Whitehead","M",1967-03-19,4,"PG","(893) 454-4797",46807731,58
"Aydin","Kirk","M",2004-01-31,3,"UG","(673) 991-7087",40456356,21
"Maximo","Simon","M",1998-03-13,10,"PG","(364) 936-8162",48532457,27
"Kenneth","Newman","M",2003-06-30,6,"UG","(351) 355-2726",35079605,21
"Roberto","Burgess","M",2000-03-01,3,"UG","(342) 200-3981",47817488,25
"Branden","Downs","M",2004-06-08,6,"UG","(420) 708-6645",47067180,20
"Dania","Contreras","F",2000-08-03,1,"UG","(644) 969-3881",46297368,24
"Elvis","Glenn","M",2003-03-17,8,"UG","(571) 283-7693",33292563,22
"Jade","Sellers","F",1963-05-28,6,"PG","",44656734,62
"Jaslyn","Mata","F",1999-12-03,3,"UG","(324) 941-5932",43963289,25
"Ben","Carson","M",2003-09-05,4,"UG","(847) 204-4996",43451031,21
"Miley","Pacheco","F",2003-07-31,4,"UG","(609) 601-1187",44833243,21
"Marlene","Hopkins","F",2001-12-19,8,"UG","(930) 553-6087",32585831,23
"Cassidy","Franco","F",2000-04-14,10,"UG","(497) 520-7812",39389582,25
"Abdiel","Kaufman","M",2000-12-15,8,"UG","(217) 280-9644",50657326,24
"Madeleine","Pierce","F",2002-11-22,4,"UG","(694) 539-4605",49011125,22
"Maeve","Bowers","F",2005-05-25,10,"UG","(366) 540-7809",48830034,20
"Cheyanne","Henson","F",1977-06-24,10,"PG","(918) 942-2513",34682086,47
"Briley","Potts","F",1999-10-21,5,"UG","(795) 327-9550",48182774,25
"Anderson","Moon","M",2003-09-19,1,"UG","(813) 804-1113",44320174,21
"Jaycee","Bautista","F",2005-06-21,1,"UG","(767) 273-3264",45205102,19
"Mckenzie","Berger","F",1985-01-31,5,"PG","(328) 936-7816",39280127,40
"Aryan","Solis","M",2003-06-28,3,"UG","(949) 514-0513",50012400,21
"Erin","Morton","F",1983-04-18,5,"PG","(709) 348-0173",36191754,42
"Yasmine","Gamble","F",2006-01-08,5,"UG","(929) 488-0142",48894773,19
"Jayda","Leon","F",1977-04-28,7,"UG","(367) 225-4566",39072325,48
"Hillary","Campbell","F",1985-12-18,3,"PG","(981) 547-4498",47120279,39
"Marco","Villa","M",2004-06-08,9,"UG","(893) 562-5278",48611013,20
"Ruby","Sellers","F",2005-05-20,3,"UG","(676) 262-3869",34966483,20
"Rolando","Dixon","M",2001-04-05,4,"UG","(753) 976-8949",32240590,24
"Ireland","Roach","F",2000-08-23,3,"UG","(794) 552-4234",50246179,24
"Conor","Young","M",1990-06-20,6,"PG","(795) 916-1876",49663554,34
"Ashley","Ellis","F",2001-05-16,3,"UG","(662) 445-4674",46896081,24
"April","Mcguire","F",2003-08-04,5,"UG","(599) 250-7672",47896885,21
"Gavyn","Nunez","M",2000-02-09,7,"UG","(947) 459-9842",32761317,25
"Carson","Reyes","M",2005-01-12,3,"UG","(373) 738-5482",41609093,20
"Jaslyn","Stevenson","F",2002-05-10,5,"UG","",44556166,23
"Paula","Johnson","F",1991-02-09,2,"PG","(626) 634-4209",48389520,34
"Jaliyah","Delgado","F",2004-07-06,6,"UG","(816) 616-5906",50160911,20
"Rayna","Larsen","F",2002-12-06,3,"UG","(370) 699-5622",45152234,22
"Jon","Mccall","M",2005-08-01,10,"UG","(847) 728-0936",34274495,19
"Kyla","Vega","F",2003-05-16,7,"UG","(917) 450-2280",32424095,22
"Brenda","Mack","F",2004-07-17,10,"UG","(803) 491-6946",36541485,20
"Ricky","Cordova","M",1965-06-15,8,"UG","(629) 779-2402",39197263,59
"Santino","Winters","M",1984-08-04,4,"PG","",42102490,40
"Paxton","Massey","M",2004-05-21,10,"UG","(636) 365-1862",40254610,21
"Mary","Adkins","F",2001-12-07,5,"UG","(332) 416-6698",43706566,23
"Killian","Russo","M",2001-07-10,2,"UG","(660) 376-3410",45231254,23
"Davon","Weiss","M",2004-03-21,10,"UG","(787) 831-1143",43939197,21
"Arturo","Koch","M",2004-01-21,3,"UG","(971) 227-4406",43194578,21
"Brisa","Pena","F",2003-12-01,10,"UG","(243) 350-2565",40221525,21
"Rylee","Roth","F",1983-01-29,5,"PG","(994) 403-7171",48456933,42
"Kane","Rodriguez","M",2006-02-06,1,"UG","(949) 481-5482",37233649,19
"Jovanny","Pacheco","M",2003-09-14,8,"UG","(694) 398-4309",43654820,21
"Boston","Bates","",2003-10-06,1,"UG","(665) 479-9046",38861906,21
"Deanna","Perkins","F",2005-02-02,5,"UG","(488) 937-5237",45011586,20
"Cale","Powers","M",2003-06-04,7,"UG","(200) 470-6902",48641914,21
"River","Lin","M",2004-05-25,5,"UG","(916) 784-8932",49829265,21
"Sariah","Shah","",2002-02-02,10,"UG","(423) 697-5902",49968011,23
"Bryce","Carey","M",2005-08-01,2,"UG","(945) 493-2321",33697177,19
"Carlee","Rowland","F",2002-05-08,1,"UG","(559) 455-5437",36074641,23
"Kaelyn","Fritz","F",2003-08-01,2,"UG","(652) 454-1942",35931918,21
"Lillianna","Austin","",2004-04-20,1,"UG","(254) 264-3500",35962354,21
"Alyson","Yates","F",2005-01-19,1,"UG","(957) 546-8683",39922255,20
"Destiny","Russo","F",1987-12-12,1,"PG","(669) 650-3880",46595764,37
"Lyric","Adkins","F",2002-08-12,4,"UG","(441) 856-0270",38001698,22
"Shania","Cross","F",1982-07-17,5,"UG","(469) 293-6637",41982450,42
"Helena","Rubio","F",2002-04-29,1,"UG","(441) 515-9164",42787146,23
"Kennedy","Lowery","F",2004-03-08,2,"UG","(358) 584-3928",45079121,21
"Abigayle","Carey","F",2004-05-14,1,"UG","(236) 289-1051",34738224,21
"Gabriel","Kerr","M",2005-12-05,8,"UG","(616) 400-9360",38184600,19
"Juliana","Strickland","F",2004-12-19,5,"UG","(928) 323-2502",37068254,20
"Zoe","Little","F",1976-07-18,1,"PG","(941) 679-6031",38433841,48
"Dakota","Herring","M",2000-06-11,2,"UG","(700) 788-2758",37777886,24
"Callum","Porter","M",1977-09-11,6,"UG","(603) 265-1331",40720479,47
"Cassius","Skinner","M",2005-09-06,7,"UG","(729) 375-0362",39092324,19
"Luciano","Gray","M",2005-06-22,10,"UG","(742) 984-3645",48528006,19
"Cheyanne","Leonard","F",2000-12-04,5,"UG","(380) 798-7599",37973598,24
"Reynaldo","Stokes","M",1981-07-18,8,"UG","(801) 929-3464",32643627,43
"Soren","Pham","M",2001-12-22,4,"UG","(462) 963-4688",46030670,23
"Randy","Rodgers","M",2005-07-02,1,"UG","(537) 618-5995",34841816,19
"Porter","Dillon","M",2005-12-23,8,"UG","(331) 269-5172",47063688,19
"Misael","Espinoza","M",2000-07-07,1,"UG","(426) 273-6635",49600963,24
"Moriah","Phelps","F",2004-05-09,5,"UG","(970) 715-0902",46440963,21
"Isabell","Gamble","F",1997-01-02,5,"PG","(786) 872-3924",44400520,28
"Vivian","Mcdonald","F",2001-01-27,8,"UG","(915) 853-8831",44572324,24
"Royce","Poole","M",2001-02-28,7,"UG","",34104946,24
"Erin","Arias","F",2004-08-09,4,"UG","(801) 830-5121",33204193,20
"Sonny","Hanson","M",2000-06-25,1,"UG","(707) 500-6276",49782408,24
"Jeffery","Davis","M",2000-06-10,10,"UG","(545) 260-5105",44074414,24
"Harry","Fox","M",2001-07-26,2,"UG","(562) 704-5108",32282334,23
"Alivia","Mcguire","F",2004-11-24,2,"UG","(995) 267-0578",41179206,20
"Kyleigh","David","",2003-07-10,9,"UG","(238) 869-5499",49501939,21
"Kinley","Colon","F",2004-10-09,3,"UG","(949) 768-1884",36260892,20
"Damian","Blanchard","M",1976-02-26,10,"UG","(924) 425-7627",32531862,49
"Ximena","West","F",1997-01-26,4,"PG","(977) 202-6757",35776812,28
"Karlee","Daniel","F",2004-01-08,7,"UG","(480) 762-2302",34240381,21
"Saige","Greer","F",2005-04-20,5,"UG","(332) 348-7746",48559183,20
"Declan","Webb","M",2003-06-15,8,"UG","(806) 677-0855",46721141,21
"Ryder","Marsh","M",2000-11-20,4,"UG","(265) 792-4989",36785267,24
"Daniela","Mclean","F",2004-01-13,8,"UG","(370) 621-7861",32915725,21
"Miranda","Davila","F",2002-03-28,1,"UG","(815) 924-5399",44029902,23
"Steven","Berry","M",1985-05-27,3,"PG","(691) 950-6876",41207588,40
"Marlie","Mendoza","F",2001-12-31,1,"UG","(658) 340-4946",34719461,23
"Adyson","Daniel","F",1999-11-24,1,"UG","(493) 955-8925",46927964,25
"Kale","Hurley","M",1976-06-22,9,"UG","(461) 748-6057",39018049,48
"Finley","Hodge","F",1961-08-04,4,"PG","(730) 271-3992",45372378,63
"Quincy","Maxwell","M",2004-12-10,6,"UG","(977) 791-8720",39222383,20
"Jaydon","Gardner","M",1981-10-13,6,"UG","(264) 892-9167",41248667,43
"Jazmyn","Sparks","F",2001-03-08,10,"UG","(258) 521-5368",50384413,24
"Jose","Pineda","M",2000-03-02,5,"UG","(669) 553-8408",45781245,25
"Sydnee","Hinton","F",2001-04-06,6,"UG","(435) 861-9991",46269385,24
"Edith","Molina","",2003-07-13,6,"UG","(498) 660-3616",43283075,21
"Tiana","Hoover","F",2002-12-07,3,"UG","(488) 781-5303",32932597,22
"Ruth","Krueger","F",1980-09-07,3,"PG","(598) 455-4930",49875053,44
"Zara","Humphrey","",1972-03-01,1,"PG","(313) 322-4621",38467430,53
"Landen","Griffith","M",1976-03-02,2,"PG","(541) 534-0221",44785270,49
"Zachariah","Church","M",1994-07-15,6,"PG","(687) 517-6651",39328861,30
"Bryson","Pugh","M",2004-03-18,6,"UG","(783) 866-1950",45361622,21
"Bradley","Sloan","M",2001-12-24,6,"UG","(322) 470-4914",34232722,23
"Emely","Reilly","F",2002-01-17,5,"UG","(559) 776-7764",45172860,23
"Karina","Luna","F",1999-11-07,1,"UG","(401) 525-5699",32604769,25
"Eliza","Flynn","F",2001-09-28,3,"UG","(543) 930-1801",42415374,23
"Callie","Mathews","F",2002-05-22,4,"UG","(996) 548-9221",41103042,23
"Dalton","Decker","M",2004-08-12,10,"UG","(793) 326-7127",38144844,20
"Niko","Vaughan","M",2003-09-22,2,"UG","(685) 860-8729",44887983,21
"Lawrence","Bradford","M",2004-07-23,10,"UG","(740) 656-0760",40559012,20
"Emmett","Brooks","M",1975-12-05,1,"PG","(817) 743-8473",41112377,49
"Jamie","Crosby","F",2005-03-19,10,"UG","(781) 584-4612",48320878,20
"Zain","Dudley","M",2000-01-10,2,"UG","(402) 900-8903",38973348,25
"Frances","Ellison","F",2001-06-26,5,"UG","(450) 343-3522",46460241,23
"Annabelle","Harper","F",2000-06-01,3,"UG","(937) 906-5204",36421464,24
"Lauryn","Mcgee","F",2002-05-31,5,"UG","(636) 834-3503",37579529,23
"Alexander","Morris","M",2000-01-04,7,"UG","(640) 828-9505",46048969,25
"Kimberly","Berg","F",2001-06-18,7,"UG","(426) 863-9418",36210769,23
"Lillianna","Williams","F",2003-04-17,6,"UG","(209) 434-8189",38782495,22
"Osvaldo","Peck","M",1988-01-23,3,"PG","(752) 581-5452",34697638,37
"Ty","Robinson","M",2005-09-18,5,"UG","(775) 434-5481",44135682,19
"Abigail","Warren","F",2004-01-05,8,"UG","(428) 528-8253",46963055,21
"Tamia","Harrell","F",2004-06-02,10,"UG","(764) 285-2740",40151616,20
"Dixie","Lam","F",1991-03-28,3,"PG","(451) 683-4902",37528698,34
"Sasha","Braun","F",1987-10-29,8,"UG","(927) 497-5007",44399231,37
"Kade","Hardin","M",2005-09-05,6,"UG","(853) 355-6541",35111613,19
"Kylie","Cervantes","F",1997-06-11,10,"PG","(853) 637-8461",48707377,27
"Nehemiah","Hurst","M",2000-08-24,8,"UG","(849) 316-8789",42566856,24
"Josie","Cantrell","F",2004-05-11,1,"UG","(626) 929-4802",40913886,21
"Andre","Orr","M",2002-09-29,2,"UG","(203) 599-9880",32202454,22
"Tyshawn","Flynn","M",2005-01-28,3,"UG","(409) 774-8475",40322173,20
"Talan","Molina","M",2005-05-23,3,"UG","(212) 686-7711",45176083,20
"Brianna","Drake","F",2004-10-06,5,"UG","(218) 552-3986",36366489,20
"Brandon","Roy","M",1996-03-05,1,"UG","(841) 642-0486",47206554,29
"Maria","Ellis","F",2005-01-24,3,"UG","(474) 334-6976",44604473,20
"Drake","Wilcox","M",1976-06-04,1,"UG","(496) 896-9913",32631026,48
"Izayah","Vang","M",2000-12-25,4,"UG","(734) 437-4690",42026369,24
"Saul","Compton","M",1975-01-29,6,"PG","(883) 210-1368",36757822,50
"Orlando","Wiggins","M",1970-08-09,6,"UG","(460) 305-0495",51111916,54
"Lindsey","Powell","F",2002-08-01,4,"UG","(819) 564-4125",35624389,22
"Abigail","Boyer","F",2000-08-02,2,"UG","(998) 939-4505",39126300,24
"Omari","Wagner","M",2001-01-16,7,"UG","(487) 653-1219",43077658,24
"Janae","Lang","F",1976-08-22,7,"PG","(758) 343-2543",43212103,48
"Elijah","Roy","M",2001-06-29,10,"UG","(436) 595-9631",37631204,23
"Theresa","Lara","F",2005-01-04,2,"UG","(986) 827-2914",39655469,20
"Rachael","Roberts","F",2003-08-27,6,"UG","(202) 460-1966",34398529,21
"Marlee","Maxwell","F",2002-12-30,8,"UG","(468) 672-8803",40425252,22
"Jazlyn","Jarvis","F",2003-05-25,1,"UG","(909) 302-5577",47922150,22
"Leon","Medina","M",2001-09-02,6,"UG","(707) 438-7909",48093071,23
"Craig","Haynes","M",2002-07-06,4,"UG","(213) 368-2944",47628607,22
"Zachariah","Castillo","M",2005-05-19,6,"UG","(597) 573-8288",39516738,20
"Miles","Kirk","M",2000-02-04,6,"UG","(942) 891-9048",40854863,25
"Greta","Mccormick","F",1992-10-21,7,"PG","(339) 245-2280",42697340,32
"Lewis","Arnold","M",1964-08-23,10,"PG","(553) 662-3503",45263635,60
"Daphne","Riddle","F",2002-02-01,10,"UG","(542) 925-4390",46953435,23
"Gabriella","Mcclure","F",1992-12-26,4,"PG","(872) 463-6110",38264583,32
"Kaleb","Jacobson","M",2004-02-02,4,"UG","(694) 796-4252",49972886,21
"Ayaan","Sanchez","M",1980-08-16,6,"PG","(728) 233-9670",40589629,44
"Cailyn","Woods","F",2000-01-06,1,"UG","(507) 226-0429",44756446,25
"Caleb","Roberson","M",2005-08-17,6,"UG","(486) 791-6552",46111806,19
"Nola","Martinez","F",2005-08-28,1,"UG","(467) 834-5421",48391482,19
"Collin","Rangel","M",2000-11-19,10,"","(956) 338-2311",39620360,24
"Adolfo","Schmidt","M",2001-08-27,3,"UG","(540) 936-6523",33661263,23
"Misael","Espinoza","M",2000-07-07,1,"UG","(426) 273-6635",49600963,24
"Uriah","Koch","M",2003-07-02,6,"UG","(576) 407-2703",44015098,21
"Lacey","Horton","F",2003-10-16,8,"UG","(665) 892-6341",39737136,21
"Roger","Jordan","M",2004-08-18,4,"UG","(302) 533-1620",42762508,20
"Jaqueline","Hensley","F",1979-04-25,2,"PG","(395) 322-1495",39812059,46
"Quentin","Braun","M",1980-11-05,5,"PG","",36949954,44
"Moses","Nixon","M",2004-03-22,3,"UG","(407) 544-0774",33419228,21
"Adrien","Campos","M",2004-10-25,1,"UG","(588) 635-2746",38476247,20
"Reece","Snow","M",2005-08-22,3,"UG","(799) 593-5767",36265761,19
"Donovan","Lawson","M",2004-07-15,2,"UG","(506) 687-1147",34883462,20
"Karlee","Fields","F",2001-05-21,2,"UG","(470) 752-8716",43595663,24
"Lorelai","Hull","F",2005-05-24,4,"UG","(291) 461-7272",37537712,20
"Yaritza","Pollard","F",2004-02-03,6,"UG","(347) 201-7632",40266370,21
"Reginald","Donovan","M",2000-06-27,1,"UG","(729) 458-9527",51108579,24
"Frederick","Johnson","M",2003-10-17,3,"UG","(245) 269-7863",37167321,21
"Harmony","Hart","F",2005-11-08,3,"UG","",43569252,19
"Elena","Nunez","F",1970-10-30,5,"UG","(567) 386-3652",37722687,54
"Amirah","Small","F",1996-03-22,3,"UG","(543) 694-5705",34977798,29
"Brennen","Hull","M",1987-10-12,3,"PG","(553) 863-4370",35596787,37
